,dataset,sequence,delentropy,blur,brightness distance,t1,t2,t3,r1,r2,r3
0,kitti_odom,00,0.13793600397993058,,,-0.41706433874280796,0.07502754257966081,0.011625655779493182,0.05542935336975085,0.003675713184728681,-0.003438624228455134
1,kitti_odom,05,0.18067164061248653,,,0.1126486645518315,-0.00483124377274748,0.003513854590899593,-0.003926430658639618,0.0037159707385300508,2.733110353837505e-05
2,kitti_odom,08,0.4012839461031335,,,0.09658383707939054,0.0032170451029678747,0.012935044658314436,0.002019529556961921,-0.004203987772267612,-0.002157220235693734
3,kitti_odom,08,0.17585832382873673,,,0.16313844261091703,0.017222521888478393,0.09496606220903185,0.0031174141317414535,-0.0024341914461904605,0.004567866130898109
4,kitti_odom,00,0.24373188760451245,,,0.14688750362858502,0.006001886139963901,-0.007535095204957486,0.0008402376972114906,0.002679209690706734,0.002043067659593713
5,kitti_odom,02,0.23062289982690792,,,0.36997748384502727,0.0013151005356495259,0.024301458706053894,-0.005598763103275212,-0.00788897443409761,1.8576535270668074e-05
6,kitti_odom,00,0.2274604521610124,,,-0.3696672101137304,-0.027708280338910415,-0.003541739827134621,-0.024889786675216963,-0.0011334462173987073,0.0008775112241762046
7,kitti_odom,02,0.18472034490421532,,,0.06180876895157388,-0.01438852337024235,-0.009103399224081965,-0.001823475400812419,0.001687181722627028,-0.0024382860635174812
8,kitti_odom,00,0.29812820425211156,,,0.059280524590860494,0.0016382014581174053,-0.0010445148790384883,-0.0011327069125061414,0.0004995987267623241,0.001094204188172296
9,kitti_odom,02,0.09571474907585215,,,0.3084961892901301,-0.02373750650715786,0.005992014371375026,0.003045181801665321,0.00010112347294709242,-0.0006800025952101355
10,kitti_odom,05,0.22080674804032285,,,-0.3345256583294509,-0.013456723706602126,0.0051300312610031654,-0.013055768328357073,-0.0004117989147874984,0.0011339339233634466
11,kitti_odom,00,0.18104720791779708,,,-0.35295814017522775,0.004707012177623838,0.010695979072973115,0.002996696196992992,-0.0014950565189122984,0.0004284795736125872
12,kitti_odom,08,0.29880491786429464,,,-0.5325746745962018,-0.022206133484364437,-0.060016145749114486,-0.007918908576347423,0.00402939718002683,-0.0050552215108816845
13,kitti_odom,09,0.08556283158769507,,,0.43183691550351533,-0.009012742361157311,-0.002256268634195875,-0.01680054517387322,0.004193766398155254,0.00019432019082469683
14,kitti_odom,10,0.23241051968359086,,,-0.3004622239016055,-0.004988361952765172,-0.005877998030636685,6.808445512425192e-05,0.005907766681793332,-0.006417573897710466
15,kitti_odom,05,0.31279496965490916,,,-0.4791524227681891,0.0061985548260617635,-0.004659568669060645,-0.002802854159131518,-0.00019716220043817034,0.002302763076347706
16,kitti_odom,05,0.31835875974746536,,,-0.09424810185829724,0.0015217690770850337,-0.004964049148523188,0.001124270186291379,0.002618223324845859,-0.00046936390625560196
17,kitti_odom,00,0.1656317927568869,,,0.012977406358652648,-0.006908959951925071,0.001308788126173576,0.0024409823853223326,0.0008835537758570918,-0.0008445933161829203
